Incident_Type,Statute_Type,Block_Address,Occurred_Datetime,Statute_Description
Sexual Assault Felony,Penal Code,700 HEINZ AVE,2023-08-07 08:00:00,Assault with force likely to produce great bodily injury
Theft Misdemeanor (Under $950),Penal Code,2300 WOOLSEY ST,2023-04-05 21:16:00,Petty Theft
Vehicle Stolen,Vehicle Code,1700 9TH ST,2023-04-10 00:00:00,Take vehicle without owner's consent
Sexual Assault Felony,Penal Code,700 HEINZ AVE,2023-08-07 08:00:00,SODOMY:VICTIM UNCONSCIOUS OF THE NATURE OF THE ACT
Burglary Commercial,Penal Code,800 HEINZ AVE,2023-08-04 03:44:00,Grand theft: money; labor; or property over $950
Burglary Commercial,Penal Code,800 HEINZ AVE,2023-08-04 03:44:00,Burglary
Theft from Auto,Penal Code,1700 9TH ST,2025-03-26 22:34:00,PETTY THEFT FROM VEHICLE
Theft Misdemeanor (Under $950),Penal Code,1700   9TH ST,2024-12-01 01:05:00,PETTY THEFT (ALL OTHER)
Vehicle Code Violation,Health and Safety,9TH ST  &  VIRGINIA ST,2024-11-16 20:29:00,POSSESS NARCOTIC CONTROLLED SUBSTANCE
Vehicle Code Violation,Vehicle Code,9TH ST  &  VIRGINIA ST,2024-11-16 20:29:00,DUI ALCOHOL
Burglary Commercial,Penal Code,800 HEINZ AVE,2023-08-04 03:44:00,CONSPIRACY:COMMIT CRIME
Identity Theft,Penal Code,800 HEINZ AVE,2023-05-15 22:00:00,Obtain credit using another identification
Identity Theft,Penal Code,800 HEINZ AVE,2023-05-15 22:00:00,Grand theft: money; labor; or property over $950
Disturbance,Penal Code,700 HEINZ AVE,2023-05-05 18:15:00,TRESPASS:OBSTRUCT/ETC BUSINESS OF PUBLIC AGENCY
Theft Felony (over $950),Penal Code,700 HEINZ AVE,2023-04-09 02:30:00,Grand theft: money; labor; or property over $950
Theft from Auto,Penal Code,2800 7TH ST,2023-04-05 14:00:00,Burglary of a locked automobile
Theft from Auto,Penal Code,2800 7TH ST,2023-04-05 14:00:00,Petty Theft
Theft Felony (over $950),Penal Code,2800 7TH ST,2023-03-24 22:00:00,Grand theft: money; labor; or property over $950
Theft from Auto,Penal Code,700 HEINZ AVE,2023-02-11 00:00:00,Petty Theft
Vehicle Stolen,Vehicle Code,1 SENIOR AVE,2025-03-27 01:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Burglary Auto,Penal Code,2800   7TH ST,2025-03-27 02:00:00,BURGLARY OF AUTO
Theft Misdemeanor (Under $950),Penal Code,700 HEINZ AVE,2025-03-25 14:30:00,PETTY THEFT (ALL OTHER)
Burglary Commercial,Penal Code,700 HEINZ AVE,2025-03-23 00:00:00,BURGLARY - BREAKING AND ENTERING
Theft from Auto,Penal Code,2800 7TH ST,2025-03-20 19:00:00,THEFT OF VEHICLE PARTS
Vehicle Stolen,Vehicle Code,700 HEINZ AVE,2025-03-19 15:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Vehicle Stolen,Vehicle Code,700 HEINZ AVE,2025-02-19 18:15:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Theft from Auto,Penal Code,2800   7TH ST,2025-01-10 17:00:00,GRAND THEFT VEHICLE PARTS
Burglary Auto,Penal Code,700 HEINZ AVE,2025-01-07 17:00:00,BURGLARY OF AUTO
Disturbance,Penal Code,700 HEINZ AVE,2024-12-22 20:00:00,TRESPASS:REFUSE TO LEAVE PROPERTY
City Incident Documentation,Penal Code,800 HEINZ AVE,2024-08-30 19:00:00,THREATEN CRIME WITH INTENT TO TERRORIZE
Theft from Auto,Penal Code,2800 7TH ST,2024-03-29 19:30:00,PETTY THEFT FROM VEHICLE
Theft from Auto,Penal Code,2800 7TH ST,2024-03-25 18:07:00,PETTY THEFT FROM VEHICLE
Theft from Auto,Penal Code,2800 7TH ST,2024-03-19 16:00:00,GRAND THEFT VEHICLE PARTS
Theft from Auto,Penal Code,2900 7TH ST,2024-03-12 23:55:00,GRAND THEFT VEHICLE PARTS
Assault/Battery Misdemeanor,Penal Code,700 HEINZ AVE,2024-01-19 15:43:00,BATTERY ON PERSON
Disturbance,Penal Code,2500 SAN PABLO AVE,2025-03-27 00:15:00,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM
Disturbance,Penal Code,2500 SAN PABLO AVE,2025-03-27 00:15:00,THREATEN CRIME WITH INTENT TO TERRORIZE
Theft Felony (over $950),Penal Code,2500 SAN PABLO AVE,2024-12-13 08:00:00,GET CREDIT/ETC OTHER'S ID BY IDENTITY THEFT 
Theft Felony (over $950),Penal Code,2500 SAN PABLO AVE,2024-12-13 08:00:00,THEFT ELDER/DEPENDANT ADULT (OVER $950)
Theft Felony (over $950),Penal Code,2500 SAN PABLO AVE,2024-12-13 08:00:00,PROBATION VIOLATION: REARREST/REVOKE
Theft Felony (over $950),Penal Code,2500 SAN PABLO AVE,2024-12-13 08:00:00,GRAND THEFT (ALL OTHER)
Assault/Battery Misdemeanor,Penal Code,2500 SAN PABLO AVE,2024-11-08 22:07:00,BATTERY ON PERSON
Burglary Commercial,Penal Code,2600 SAN PABLO AVE,2024-09-14 01:15:00,BURGLARY - BREAKING AND ENTERING
Domestic violence,Penal Code,2500 SAN PABLO AVE,2024-04-05 03:41:00,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC
Domestic violence,Penal Code,2500 SAN PABLO AVE,2024-04-05 03:41:00,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH
Theft Felony (over $950),Penal Code,2500 SAN PABLO AVE,2024-01-19 00:30:00,GRAND THEFT (ALL OTHER)
Fraud/Forgery,Penal Code,2500 SAN PABLO AVE,2023-12-24 22:30:00,FRAUDULENT POSSESS/USE SCANNING DEVICE
Robbery,Penal Code,2500 SAN PABLO AVE,2023-11-13 07:40:00,THREATEN CRIME W/INTENT TO TERRORIZE
Robbery,Penal Code,2500 SAN PABLO AVE,2023-11-13 07:40:00,Robbery
Robbery,Penal Code,2500 SAN PABLO AVE,2023-10-31 20:40:00,Robbery
Vandalism,Penal Code,2500 SAN PABLO AVE,2023-09-26 20:00:00,Vandalism:  Deface property
Alcohol Related Offense,Penal Code,2600 SAN PABLO AVE,2023-08-29 18:37:00,Disorderly conduct:  Intoxication of drug and/or alcohol
Robbery,Penal Code,2500 SAN PABLO AVE,2023-08-19 01:22:00,Robbery
Fraud/Forgery,Penal Code,2500 SAN PABLO AVE,2023-06-08 01:00:00,FRAUDULENT POSSESS/USE SCANNING DEVICE
Vehicle Stolen,Vehicle Code,2500 SAN PABLO AVE,2023-05-21 21:13:00,Take vehicle without owner's consent
Fraud/Forgery,Penal Code,2500 SAN PABLO AVE,2023-04-28 00:30:00,FRAUDULENT POSSESS/USE SCANNING DEVICE
Identity Theft,Penal Code,2500 SAN PABLO AVE,2023-03-03 00:41:00,FRAUDULENT POSSESS/USE SCANNING DEVICE
Identity Theft,Penal Code,2500 SAN PABLO AVE,2023-03-03 00:41:00,Obtain credit using another identification
Narcotics Violation,Health and Safety,HARRISON ST  &  7TH ST,2023-05-20 14:48:00,Possess narcotics paraphernalia
Narcotics Violation,Penal Code,HARRISON ST  &  7TH ST,2023-05-20 14:48:00,Destroy or Conceal Evidence
Narcotics Violation,Penal Code,HARRISON ST  &  7TH ST,2023-05-20 14:48:00,Obstruct/resist peace officer/emergency personnel
Domestic violence,Penal Code,HARRISON ST  &  7TH ST,2023-05-01 14:41:00,Assault with intent to rape in commission of burglary
Domestic violence,Penal Code,HARRISON ST  &  7TH ST,2023-05-01 14:41:00,Corporal injury on spouse or cohabitant (hospital required)
Vehicle Code Violation,Vehicle Code,4TH ST  &  HEARST AVE,2025-03-26 11:44:00,FAIL TO OBEY PEACE OFFICER:LAWFUL ORDER OR INSPECTION
Domestic violence,Penal Code,HARRISON ST  &  7TH ST,2023-05-01 14:41:00,Burglary
Domestic violence,Penal Code,HARRISON ST  &  7TH ST,2023-05-01 14:41:00,Damage/destroy any wireless communication device
Burglary Auto,Penal Code,7TH ST  &  HARRISON ST,2023-01-14 06:16:00,Possess burglary tools
Disturbance,Penal Code,700 HARRISON ST,2025-03-26 05:24:00,VANDALISM:DEFACE PROPERTY
Disturbance,Penal Code,700 HARRISON ST,2025-03-15 16:26:00,THREATEN CRIME WITH INTENT TO TERRORIZE
Domestic violence,Penal Code,700 HARRISON ST,2025-03-15 15:40:00,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC
Assault/Battery Felony,Penal Code,700 HARRISON ST,2025-02-19 01:57:00,BATTERY W/SERIOUS BODILY INJURY
Disturbance,Penal Code,700 HARRISON ST,2025-01-08 06:19:00,THREATEN CRIME WITH INTENT TO TERRORIZE
Theft Felony (over $950),Penal Code,700 HARRISON ST,2024-11-12 14:00:00,GRAND THEFT (ALL OTHER)
Vandalism,Penal Code,700 HARRISON ST,2024-10-28 01:30:00,VANDALISM:DEFACE PROPERTY
Disturbance,Penal Code,700 HARRISON ST,2024-09-17 07:00:00,THREATEN CRIME WITH INTENT TO TERRORIZE
Theft Misdemeanor (Under $950),Penal Code,700 HARRISON ST,2024-09-06 23:25:00,PETTY THEFT (ALL OTHER)
Assault/Battery Misdemeanor,Penal Code,700 HARRISON ST,2024-09-06 16:11:00,BATTERY ON PERSON
Vehicle Code Violation,Vehicle Code,700 HARRISON ST,2024-08-31 05:10:00,Tamper with vehicle
Disturbance,Health and Safety,700 HARRISON ST,2024-08-31 01:15:00,POSSESS UNLAWFUL PARAPHERNALIA
Disturbance,Penal Code,700 HARRISON ST,2024-08-31 01:15:00,THREATEN CRIME WITH INTENT TO TERRORIZE
Disturbance,Penal Code,700 HARRISON ST,2024-08-31 01:15:00,VIOLATE CIVIL RIGHTS BY FORCE OR THREAT OF FORCE INTIMIDATION
Homicide,Penal Code,700 HARRISON ST,2024-08-26 00:26:00,MURDER
Vehicle Stolen,Vehicle Code,700 HARRISON ST,2024-07-29 19:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Sexual Assault Felony,Penal Code,700 HARRISON ST,2024-06-28 15:00:00,SEXUAL PENETRATION W/FORCE/FEAR/ETC
Vehicle Code Violation,Vehicle Code,700 HEARST AVE,2025-03-19 22:00:00,Alter license plate to avoid visual or electronic capture of characters
Vehicle Code Violation,Vehicle Code,700 HEARST AVE,2025-03-19 22:00:00,Vehicle on highway or parking lot unregistered or expired
Vehicle Code Violation,Vehicle Code,4TH ST  &  HEARST AVE,2025-01-19 07:00:00,DISREGARD SAFETY:EVADE POLICE
Outside Agency Report,Penal Code,4TH ST  &  HEARST AVE,2025-01-10 15:27:00,CAUSING FIRE OF PROPERTY
Vehicle Code Violation,Vehicle Code,4TH ST  &  HEARST AVE,2024-12-19 02:24:00,HIT AND RUN RESULTING IN DEATH OR INJURY
Narcotics Violation,Penal Code,5TH ST  &  HEARST AVE,2024-10-27 15:16:00,PROBATION VIOLATION: REARREST/REVOKE
Narcotics Violation,Health and Safety,5TH ST  &  HEARST AVE,2024-10-27 15:16:00,POSSESS UNLAWFUL PARAPHERNALIA
Disturbance,Penal Code,1600 DWIGHT WAY,2025-03-26 15:28:00,DISORDERLY CONDUCT:ALCOHOL
Vehicle Code Violation,Vehicle Code,4TH ST  &  HEARST AVE,2024-10-19 09:30:00,DUI ALCOHOL/0.08 PERCENT
Theft from Auto,Penal Code,1600 DWIGHT WAY,2025-01-17 04:30:00,PETTY THEFT FROM VEHICLE
Vehicle Code Violation,Penal Code,4TH ST  &  HEARST AVE,2024-10-19 09:30:00,CARRY CONCEALED WEAPON IN VEHICLE
Assault/Battery Felony,Penal Code,1600 DWIGHT WAY,2024-05-25 05:12:00,ADW WITH FORCE:POSSIBLE GBI
Narcotics Violation,Health and Safety,7TH ST  &  HARRISON ST,2025-03-26 06:33:00,POSSESS UNLAWFUL PARAPHERNALIA
Disturbance,Penal Code,2300 MCKINLEY AVE,2025-03-26 15:45:00,PROBATION VIOLATION: REARREST/REVOKE
Vehicle Code Violation,Vehicle Code,4TH ST  &  HEARST AVE,2024-10-19 09:30:00,DUI ALCOHOL
Assault/Battery Felony,Penal Code,1600 DWIGHT WAY,2024-05-25 05:12:00,CAUSE INJ ELDER/DEP ADULT SIMPLE ASSAULT
Narcotics Violation,Health and Safety,7TH ST  &  HARRISON ST,2025-03-26 06:33:00,POSSESS CONTROLLED SUBSTANCE
Disturbance,Health and Safety,2300 MCKINLEY AVE,2025-03-26 15:45:00,POSSESS UNLAWFUL PARAPHERNALIA
Vehicle Stolen,Vehicle Code,4TH ST  &  HEARST AVE,2024-05-27 21:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Theft Felony (over $950),Penal Code,1600 DWIGHT WAY,2023-11-22 20:00:00,Grand theft: money; labor; or property over $950
Vandalism,Penal Code,900 GILMAN ST,2025-03-01 08:00:00,VANDALISM:DEFACE PROPERTY
Assault/Battery Misdemeanor,Penal Code,1600 DWIGHT WAY,2023-10-10 11:25:00,Battery with bodily injury
Burglary Auto,Penal Code,2300   MCKINLEY AVE,2024-07-03 01:40:00,BURGLARY OF AUTO
Vehicle Code Violation,Vehicle Code,4TH ST  &  HEARST AVE,2024-05-17 01:56:00,EVADING PEACE OFFICER
Disturbance,Penal Code,2300 MCKINLEY AVE,2024-06-04 17:45:00,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE
Vehicle Stolen,Vehicle Code,900 GILMAN ST,2025-02-28 08:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Assault/Battery Misdemeanor,Penal Code,1600 DWIGHT WAY,2023-10-10 11:25:00,Cause harm or death of elder or dependent adult
Theft from Auto,Penal Code,4TH ST  &  HEARST AVE,2024-03-25 18:30:00,PETTY THEFT FROM VEHICLE
Theft Misdemeanor (Under $950),Penal Code,2300 MCKINLEY AVE,2024-06-02 11:18:00,PETTY THEFT (ALL OTHER)
Theft from Auto,Penal Code,7TH ST  &  HARRISON ST,2024-11-09 21:45:00,PETTY THEFT FROM VEHICLE
Burglary Auto,Penal Code,1600 DWIGHT WAY,2023-08-13 07:55:00,Burglary of a locked automobile
Theft from Auto,Penal Code,4TH ST  &  HEARST AVE,2024-02-05 18:30:00,GRAND THEFT (ALL OTHER)
Fraud/Forgery,Penal Code,2300 MCKINLEY AVE,2024-04-20 07:00:00,THEFT ELDER/DEPENDANT ADULT (OVER $950)
Vehicle Stolen,Vehicle Code,900 GILMAN ST,2024-07-25 10:53:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Identity Theft,Penal Code,1600 DWIGHT WAY,2023-05-26 02:30:00,Obtain credit using another identification
Disturbance,Penal Code,4TH ST  &  HEARST AVE,2023-10-25 22:00:00,Stalking with prior felony conviction
Vehicle Stolen,Penal Code,2300 MCKINLEY AVE,2023-12-30 23:40:00,Possess burglary tools
Vehicle Stolen,Penal Code,900 GILMAN ST,2024-07-25 10:53:00,PROBATION VIOLATION: REARREST/REVOKE
Disturbance,Penal Code,4TH ST  &  HEARST AVE,2023-10-25 22:00:00,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE W/PR
Vandalism,Penal Code,1600 DWIGHT WAY,2023-04-25 05:30:00,Vandalism:  Deface property
Vehicle Stolen,Vehicle Code,2300 MCKINLEY AVE,2023-12-30 23:40:00,Take vehicle without owner's consent
Vehicle Stolen,Penal Code,900 GILMAN ST,2024-07-25 10:53:00,GRAND THEFT (ALL OTHER)
Disturbance,Penal Code,4TH ST  &  HEARST AVE,2023-10-25 22:00:00,THREATEN CRIME W/INTENT TO TERRORIZE
Burglary Auto,Penal Code,HEARST AVE  &  4TH ST,2023-10-20 21:00:00,Burglary of a locked automobile
Assault/Battery Misdemeanor,Penal Code,1600 DWIGHT WAY,2023-03-27 07:01:00,Battery with bodily injury
Vehicle Stolen,Vehicle Code,BANCROFT WAY  &  MCKINLEY AVE,2023-07-27 14:15:00,Take vehicle without owner's consent
Theft Misdemeanor (Under $950),Penal Code,HEARST AVE  &  5TH ST,2023-09-30 20:30:00,Petty Theft
Vehicle Stolen,Penal Code,900 GILMAN ST,2024-07-25 10:53:00,POSSESS STOLEN VEHICLE/VESSEL/ETC
Assault/Battery Misdemeanor,Penal Code,1600 DWIGHT WAY,2023-03-27 07:01:00,THREATEN CRIME W/INTENT TO TERRORIZE
Theft Misdemeanor (Under $950),Penal Code,BANCROFT WAY  &  MCKINLEY AVE,2023-07-13 14:50:00,Petty Theft
Burglary Auto,Penal Code,4TH ST  &  HEARST AVE,2023-09-23 01:00:00,Burglary of a locked automobile
Theft from Auto,Penal Code,900 GILMAN ST,2024-04-28 10:54:00,GRAND THEFT VEHICLE PARTS
Disturbance,Penal Code,2300 MCKINLEY AVE,2023-07-05 20:13:00,INVADE PRIVACY:ELEC TRACK DEVICE
Burglary Auto,Penal Code,4TH ST  &  HEARST AVE,2023-09-23 00:10:00,Burglary of a locked automobile
Burglary Auto,Penal Code,900 GILMAN ST,2024-01-10 07:15:00,PETTY THEFT FROM VEHICLE
Gun/Weapon,Penal Code,2300 MCKINLEY AVE,2023-05-05 16:00:00,POSSESS WEAPON/ETC ON CAMPUS:NOT FIREARM
Vehicle Stolen,Vehicle Code,HEARST AVE  &  5TH ST,2023-09-14 19:45:00,Take vehicle without owner's consent
Fraud/Forgery,Penal Code,900 GILMAN ST,2023-12-18 20:00:00,GET CREDIT/ETC OTHER'S ID BY IMPERSONATION
Gun/Weapon,Penal Code,2300 MCKINLEY AVE,2023-05-05 16:00:00,THREATEN CRIME W/INTENT TO TERRORIZE
Fraud/Forgery,Penal Code,900 GILMAN ST,2023-12-18 20:00:00,"FORGERY: FALSE CHECKS, RECORDS, CERTIFICATES, ETC."
Gun/Weapon,Penal Code,2300 MCKINLEY AVE,2023-05-05 16:00:00,Exhibit deadly weapon other than firearm
Assault/Battery Misdemeanor,Penal Code,5TH ST  &  HEARST AVE,2023-09-12 19:54:00,Battery with bodily injury
Fraud/Forgery,Penal Code,900 GILMAN ST,2023-12-18 20:00:00,MAKE/PASS FICTITIOUS CHECK
Gun/Weapon,Penal Code,2300 MCKINLEY AVE,2023-05-05 16:00:00,Assault with force likely to produce great bodily injury
Assault/Battery Misdemeanor,Penal Code,5TH ST  &  HEARST AVE,2023-09-12 19:54:00,VIOLATE CIVIL RIGHTS BY FORCE OR THREAT OF FORCE
Fraud/Forgery,Penal Code,900 GILMAN ST,2023-12-18 20:00:00,GRAND THEFT (ALL OTHER)
Gun/Weapon,Penal Code,2300 MCKINLEY AVE,2023-05-02 23:30:00,DISCHARGE BB DEVICE IN GROSSLY NEGLIGENT MANNER
Theft from Person,Penal Code,4TH ST  &  HEARST AVE,2023-09-11 22:00:00,Grand theft from person (under $950)
Vehicle Stolen,Vehicle Code,900 GILMAN ST,2023-11-11 01:20:00,Take vehicle without owner's consent
Theft Misdemeanor (Under $950),Penal Code,2300 MCKINLEY AVE,2023-03-06 21:30:00,Petty Theft
Robbery,Penal Code,700 HEARST AVE,2023-08-12 21:00:00,Robbery
Theft Misdemeanor (Under $950),Penal Code,900 GILMAN ST,2023-11-07 17:15:00,Petty Theft
Theft Misdemeanor (Under $950),Penal Code,2300 MCKINLEY AVE,2023-02-03 12:00:00,Petty Theft
Disturbance,Penal Code,700 HEARST AVE,2023-05-03 21:24:00,Obtain credit using another identification
Disturbance,Penal Code,7TH ST  &  HARRISON ST,2023-11-07 15:40:00,Disorderly conduct: lodge without owners consent
Disturbance,Penal Code,7TH ST  &  HARRISON ST,2023-11-07 15:40:00,Obstruct/resist peace officer/emergency personnel
Theft Misdemeanor (Under $950),Penal Code,900 GILMAN ST,2023-11-07 08:00:00,Battery on peace officer or emergency personnel
Disturbance,Penal Code,700 HEARST AVE,2023-05-03 21:24:00,Indecent Exposure
Theft Misdemeanor (Under $950),Health and Safety,900 GILMAN ST,2023-11-07 08:00:00,Possess narcotics paraphernalia
Outside Agency Report,Vehicle Code,700 HEARST AVE,2023-02-14 12:00:00,Take vehicle without owner's consent
Theft Misdemeanor (Under $950),Penal Code,900 GILMAN ST,2023-11-07 08:00:00,Obstruct/resist peace officer/emergency personnel
Theft Misdemeanor (Under $950),Penal Code,900 GILMAN ST,2023-11-07 08:00:00,Petty Theft
Theft Misdemeanor (Under $950),Penal Code,900 GILMAN ST,2023-11-07 08:00:00,False identification to peace officers
Brandishing a weapon,Penal Code,HARRISON ST  &  7TH ST,2023-08-31 19:30:00,Exhibit deadly weapon other than firearm
Disturbance,Vehicle Code,HARRISON ST  &  7TH ST,2023-08-25 04:43:00,Tamper with vehicle
Disturbance,Penal Code,HARRISON ST  &  7TH ST,2023-08-25 04:43:00,THREATEN CRIME WITH INTENT TO TERRORIZE
Vehicle Stolen,Penal Code,900 GILMAN ST,2023-07-13 13:00:00,RECEIVE KNOWN STOLEN PROPERTY ($950 OR LESS)
Vehicle Stolen,Vehicle Code,900 GILMAN ST,2023-07-13 13:00:00,Take vehicle without owner's consent
Vehicle Stolen,Health and Safety,7TH ST  &  HARRISON ST,2023-07-09 04:50:00,Possess narcotics paraphernalia
Vehicle Stolen,Penal Code,7TH ST  &  HARRISON ST,2023-07-09 04:50:00,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC
Vehicle Stolen,Penal Code,7TH ST  &  HARRISON ST,2023-07-09 04:50:00,POSSESS STOLEN VEHICLE/VESSEL/ETC
Vehicle Stolen,Vehicle Code,7TH ST  &  HARRISON ST,2023-07-09 04:50:00,Take vehicle without owner's consent
Vehicle Stolen,Vehicle Code,900 GILMAN ST,2023-06-02 20:00:00,Take vehicle without owner's consent
Vehicle Stolen,Vehicle Code,3000 TREMONT ST,2025-03-26 04:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Vandalism,Penal Code,3000 TREMONT ST,2024-10-21 20:30:00,VANDALISM:DEFACE PROPERTY
Fraud/Forgery,Penal Code,2900 COLLEGE AVE,2025-03-25 23:03:00,MISD - THEFT BY USE OF ACCESS CARD INFORMATION
Burglary Residential,Penal Code,3000 SHATTUCK AVE,2024-09-08 01:30:00,BURGLARY - BREAKING AND ENTERING
Gun/Weapon,Penal Code,BANCROFT WAY  &  DANA ST,2023-04-08 17:45:00,Exhibit/draw firearm in presence of motor vehicle occupant
Vehicle Code Violation,Vehicle Code,ASHBY AVE  &  COLLEGE AVE,2025-02-01 01:09:00,HIT AND RUN RESULTING IN DEATH OR INJURY
Theft from Auto,Penal Code,2000   EMERSON ST,2024-07-19 02:35:00,GRAND THEFT VEHICLE PARTS
Identity Theft,Penal Code,2400 BANCROFT WAY,2023-02-02 04:00:00,Obtain credit using another identification
Burglary Auto,Penal Code,ASHBY AVE  &  COLLEGE AVE,2024-12-28 03:30:00,BURGLARY OF AUTO
Vandalism,Vehicle Code,2000 EMERSON ST,2024-07-01 04:00:00,Tamper with vehicle
Assault/Battery Misdemeanor,Penal Code,700 HARRISON ST,2024-06-24 02:00:00,BATTERY ON PERSON
Vehicle Code Violation,Vehicle Code,COLLEGE AVE  &  ASHBY AVE,2024-12-26 11:01:00,DISREGARD SAFETY:EVADE POLICE
Burglary Auto,Penal Code,3000 TREMONT ST,2024-05-05 18:00:00,BURGLARY OF AUTO
Vehicle Code Violation,Health and Safety,700 HARRISON ST,2024-06-03 20:01:00,POSSESS CONTROLLED SUBSTANCE
Burglary Auto,Penal Code,ASHBY AVE  &  COLLEGE AVE,2024-12-18 19:05:00,BURGLARY OF AUTO
Vandalism,Vehicle Code,EMERSON ST  &  TREMONT ST,2024-04-12 14:22:00,Tamper with vehicle
Vandalism,Penal Code,EMERSON ST  &  TREMONT ST,2024-04-12 14:22:00,PROBATION VIOLATION: REARREST/REVOKE
Theft Misdemeanor (Under $950),Penal Code,700 HARRISON ST,2024-05-13 06:00:00,PETTY THEFT (ALL OTHER)
Narcotics Violation,Health and Safety,ASHBY AVE  &  COLLEGE AVE,2024-12-14 20:08:00,POSSESS UNLAWFUL PARAPHERNALIA
Theft Misdemeanor (Under $950),Penal Code,2000 EMERSON ST,2023-12-14 03:00:00,Petty Theft
Brandishing a weapon,Penal Code,700 HARRISON ST,2024-05-05 21:00:00,THREATEN CRIME WITH INTENT TO TERRORIZE
Theft from Auto,Penal Code,2000 EMERSON ST,2023-09-04 21:00:00,Grand theft: money; labor; or property over $950
Vehicle Code Violation,Vehicle Code,COLLEGE AVE  &  ASHBY AVE,2024-11-16 10:20:00,DUI ALCOHOL
Brandishing a weapon,Penal Code,700 HARRISON ST,2024-05-05 21:00:00,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM
Theft Misdemeanor (Under $950),Penal Code,2000 EMERSON ST,2023-08-07 20:00:00,Petty Theft
Assault/Battery Misdemeanor,Penal Code,2900 COLLEGE AVE,2024-10-06 04:10:00,BATTERY ON PERSON
Identity Theft,Penal Code,2000 EMERSON ST,2023-07-18 07:00:00,Obtain credit using another identification
Theft Felony (over $950),Penal Code,2900 COLLEGE AVE,2024-09-18 23:04:00,GRAND THEFT SHOPLIFTING
Theft Misdemeanor (Under $950),Penal Code,700   HARRISON ST,2024-05-01 12:35:00,PETTY THEFT (ALL OTHER)
Assault/Battery Misdemeanor,Penal Code,2900 COLLEGE AVE,2024-08-13 02:00:00,BATTERY ON PERSON
Identity Theft,Penal Code,2000 EMERSON ST,2023-07-18 07:00:00,Theft from elder or dependent adult (over $950)
Assault/Battery Misdemeanor,Penal Code,700 HARRISON ST,2024-03-28 20:02:00,BATTERY ON PERSON
Burglary Auto,Penal Code,COLLEGE AVE  &  ASHBY AVE,2024-08-13 00:00:00,BURGLARY OF AUTO
Burglary Auto,Penal Code,2000 EMERSON ST,2023-06-11 05:00:00,Burglary of a locked automobile
Brandishing a weapon,Penal Code,700 HARRISON ST,2024-03-21 04:00:00,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM
Burglary Auto,Penal Code,COLLEGE AVE  &  ASHBY AVE,2024-08-03 23:06:00,BURGLARY OF AUTO
Burglary Auto,Penal Code,ASHBY AVE  &  COLLEGE AVE,2024-07-19 00:44:00,THEFT OF VEHICLE PARTS
Burglary Auto,Penal Code,ASHBY AVE  &  COLLEGE AVE,2024-07-19 00:44:00,BURGLARY OF AUTO
Burglary Auto,Penal Code,2900 COLLEGE AVE,2024-07-08 04:45:00,BURGLARY OF AUTO
Burglary Auto,Penal Code,COLLEGE AVE  &  ASHBY AVE,2024-06-30 15:00:00,GET CREDIT/ETC OTHER'S ID BY IDENTITY THEFT 
Burglary Auto,Penal Code,COLLEGE AVE  &  ASHBY AVE,2024-06-30 15:00:00,FORGERY
Burglary Auto,Penal Code,COLLEGE AVE  &  ASHBY AVE,2024-06-30 15:00:00,BURGLARY OF AUTO
Theft Felony (over $950),Penal Code,ASHBY AVE  &  COLLEGE AVE,2024-06-05 05:00:00,APPROPRIATE LOST PROPERTY
Burglary Auto,Penal Code,  COLLEGE AVE  &    ASHBY AVE,2024-05-29 23:30:00,BURGLARY OF AUTO
Burglary Auto,Penal Code,COLLEGE AVE  &  ASHBY AVE,2024-05-09 18:55:00,BURGLARY OF AUTO
Burglary Auto,Penal Code,2900 COLLEGE AVE,2024-04-29 01:47:00,BURGLARY - BREAKING AND ENTERING
